customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
8784-RZT,Female,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.18,1835.03,Yes
3701-WSH,Female,0,No,No,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.88,1332.99,No
3238-ATC,Female,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,77.11,1349.47,No
9556-GAW,Male,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,72.01,1537.59,Yes
1575-JUJ,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.92,641.77,No
5072-SOF,Female,0,Yes,Yes,64,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.79,3204.72,No
4506-JBV,Female,1,Yes,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),76.96,2681.06,No
4622-IDM,Female,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),37.42,1998.46,No
3920-EEY,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,63.04,2014.83,Yes
8703-QGC,Female,0,No,No,50,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),54.47,2682.05,No
6259-CZP,Male,0,Yes,Yes,38,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,69.28,2671.82,No
9909-ORM,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.44,1712.44,Yes
3776-ANX,Male,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),80.94,5121.54,No
5563-SWJ,Female,1,Yes,No,51,No,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),53.08,2684.66,No
7461-OWR,Female,0,No,Yes,56,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,58.54,3279.02,No
1143-AZK,Male,1,Yes,No,69,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),29.79,2065.66,No
7145-XYT,Female,1,No,Yes,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.01,1118.14,Yes
8120-USZ,Female,0,No,No,6,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),69.8,412.21,No
1655-HDU,Female,0,No,Yes,42,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),42.7,1807.69,No
2885-EME,Male,0,No,No,23,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),35.02,746.69,No
7963-LGO,Male,0,Yes,Yes,31,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),64.35,2003.31,Yes
9823-TRS,Male,1,No,No,17,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,49.62,813.43,Yes
7654-QXG,Female,0,Yes,Yes,29,No,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,44.35,1287.65,Yes
5621-SDM,Female,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),28.86,771.74,No
4849-HNS,Female,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),46.74,1182.9,No
9738-LBZ,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),76.01,4126.87,No
3958-KTI,Female,1,No,Yes,43,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.53,1777.64,No
7348-AVN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),90.16,3035.13,No
9616-POM,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.23,669.93,No
8690-EZJ,Male,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,Yes,Electronic check,40.3,1706.8,Yes
2169-DPX,Male,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,94.44,1200.54,No
5086-EUH,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,80.24,1779.14,No
2795-QWY,Female,0,No,Yes,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.01,1360.04,No
5023-YJM,Female,0,No,No,10,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.15,705.47,Yes
7448-XIG,Male,1,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.05,1195.39,No
9010-DWM,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),78.68,1413.62,Yes
1291-TEL,Female,0,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),89.55,5593.81,No
7624-LOF,Male,0,No,No,62,No,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),92.77,5752.67,No
1736-FKH,Female,0,Yes,Yes,0,No,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),97.41,0.0,Yes
1320-LGV,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),86.28,3721.82,No
2584-PVM,Female,0,No,No,46,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,72.87,3346.54,No
8710-TVI,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),55.49,1482.52,No
1240-TTX,Male,0,Yes,No,34,No,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,74.55,2525.25,Yes
6447-ORT,Male,0,Yes,Yes,57,Yes,No phone service,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),53.65,3057.39,No
1431-SFO,Female,0,No,No,27,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,82.66,2231.05,No
2880-LEW,Male,0,No,No,4,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,58.39,181.91,No
6157-AIC,Female,0,No,Yes,27,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,71.09,1933.53,No
5119-GSY,Male,1,No,Yes,18,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),44.66,790.59,No
5903-ALY,Male,0,Yes,No,27,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),40.5,1149.04,No
9178-NQJ,Male,0,No,No,16,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,52.78,874.58,No
7178-WEY,Male,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,71.02,744.24,No
6425-BND,Female,0,No,No,71,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.47,5423.53,No
9488-YTE,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,73.72,689.24,No
8547-ZRN,Female,0,No,No,51,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),50.17,2553.55,No
3939-ORF,Male,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),33.6,1657.65,No
9719-PIB,Female,0,No,No,45,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),82.35,3714.18,Yes
2537-SIE,Male,0,Yes,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,60.61,4060.84,No
8016-UCI,Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),75.43,0.0,Yes
9366-DSJ,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),102.47,2236.58,Yes
6470-PES,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,87.87,1144.41,No
5896-IAZ,Male,1,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),68.94,2876.03,No
6111-IHI,Female,0,No,No,46,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.31,3336.96,No
5827-YJV,Female,1,No,No,65,Yes,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),71.18,4608.84,No
4975-NOX,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,85.36,2355.1,Yes
9582-PZL,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.31,1063.48,Yes
6514-WDU,Male,0,No,No,67,No,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,1215.02,No
1411-BZC,Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),26.39,1264.12,No
6681-QPC,Male,0,No,No,55,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),57.11,3126.43,No
1375-AYT,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,42.81,1329.48,No
2429-MOK,Female,0,Yes,No,32,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.04,1106.88,No
3717-DJA,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.74,1710.75,No
3968-SGZ,Male,0,No,No,54,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,53.43,2890.81,No
3341-WCO,Male,0,Yes,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),47.97,665.34,Yes
1195-LKC,Male,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.49,5529.67,No
1738-SIG,Male,0,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),59.75,708.24,Yes
3165-MMU,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),74.34,2442.32,Yes
6675-RKY,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.02,1659.01,Yes
5125-VZT,Male,0,No,No,46,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,42.92,2044.71,No
4945-YKB,Female,0,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,50.62,2409.78,No
6112-OAW,Female,0,Yes,Yes,67,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,24.35,1665.7,No
5420-VBG,Female,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,79.23,4533.55,No
3491-UUB,Male,0,No,No,18,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,78.33,1388.31,Yes
2863-EMT,Female,1,Yes,No,15,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.4,860.82,No
7242-BZX,Male,0,No,No,64,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),48.87,3166.88,No
6774-XWX,Male,0,Yes,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),63.75,2229.07,No
2839-QBA,Male,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,75.41,516.6,Yes
5431-YOY,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),59.94,3559.7,No
3892-RSB,Female,1,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.28,876.9,No
5954-VPW,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),30.21,0.0,No
9074-ZEQ,Female,0,No,No,57,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,36.09,2088.09,No
3932-ETZ,Female,0,No,Yes,44,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),53.44,2323.91,No
5463-IXA,Male,1,No,Yes,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,73.82,3206.29,No
2418-QLA,Male,0,Yes,No,63,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.0,1581.11,No
7921-VQS,Female,0,No,Yes,36,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.98,1374.71,No
2312-DSJ,Male,0,No,No,33,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,59.68,2023.58,No
5907-WZB,Female,1,No,No,45,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,38.0,1711.44,No
6708-XIO,Male,0,No,No,14,No,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),105.22,1480.26,No
5867-TDK,Female,0,Yes,No,11,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,48.29,538.46,No
7728-LWH,Female,1,No,Yes,61,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,91.7,5613.68,No
6276-XOS,Male,0,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),70.24,1078.46,Yes
1984-GEV,Male,0,Yes,No,36,No,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),75.96,2735.59,No
9634-ZKG,Female,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),69.02,1275.82,No
7978-KXG,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),56.42,897.34,No
1821-GXH,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.49,1141.15,No
2541-QUN,Female,0,Yes,Yes,58,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,61.11,3487.25,No
3420-XWP,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,47.97,1461.37,Yes
5121-UMP,Male,0,No,Yes,10,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,77.04,727.96,Yes
6231-NWK,Female,0,Yes,No,17,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,63.88,1017.68,No
3689-NZM,Male,0,No,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),34.83,400.93,Yes
8509-WKN,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,60.53,3846.87,No
1243-KED,Male,1,No,No,23,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,51.45,1186.45,No
6007-QVO,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.8,1018.42,No
9490-GJX,Female,0,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),95.86,489.43,Yes
1370-RSH,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),49.87,1611.05,Yes
3805-OPD,Female,1,Yes,Yes,66,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,No,Mailed check,55.15,3673.01,No
4611-VQD,Female,1,No,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.74,967.05,No
3241-AEB,Male,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.22,1141.1,No
2536-UXX,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,84.89,1042.52,Yes
8803-AWQ,Male,0,Yes,No,10,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,35.45,371.94,No
6513-CKH,Female,0,No,No,53,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),41.93,2229.16,No
3021-QQD,Male,0,No,No,4,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.06,388.57,Yes
3878-NPG,Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,92.25,3051.49,No
4219-JAS,Female,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,73.12,1689.44,Yes
6585-WZS,Female,0,No,No,1,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),41.74,38.4,No
5261-DDC,Male,1,No,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,86.65,3304.81,Yes
7721-LNV,Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,50.97,3526.24,No
7400-OWP,Male,1,Yes,No,5,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),82.33,438.07,No
3500-VGA,Male,0,Yes,No,59,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,29.43,1730.37,No
5214-VCV,Male,0,No,No,39,Yes,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),83.51,3315.79,No
1911-UNN,Female,1,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,66.58,3406.14,Yes
4557-VKO,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),76.25,533.91,Yes
6793-DYF,Male,0,No,No,63,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,No,Electronic check,82.53,5177.42,No
9425-QKX,Male,0,Yes,No,0,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,42.24,0.0,No
6841-MKE,Male,0,No,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,64.22,4260.31,Yes
7701-JNA,Female,0,No,No,48,Yes,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),67.58,3232.73,Yes
2131-DON,Male,0,No,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,95.46,2337.61,No
9931-IHN,Female,0,No,Yes,0,No,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),74.19,0.0,Yes
7911-NHJ,Female,0,Yes,Yes,44,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),47.81,2089.9,No
7534-UMP,Female,0,Yes,No,6,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),76.93,532.09,Yes
7428-AVL,Female,0,No,Yes,44,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,70.46,3052.96,Yes
1170-WQU,Female,0,No,No,56,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,52.84,2931.61,Yes
1605-MYJ,Male,0,Yes,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),33.38,526.08,No
5647-KHW,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,86.24,1450.44,No
7071-NRM,Female,1,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.92,726.9,No
5123-OXR,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),31.5,518.34,No
9675-YLC,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.36,295.93,No
7421-MAB,Male,0,Yes,No,18,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),44.39,768.35,No
3755-IVO,Male,0,No,Yes,48,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Two year,No,Electronic check,54.1,2590.14,No
2114-NAM,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.43,1403.55,Yes
7162-KJY,Male,0,Yes,No,57,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),65.47,3731.6,Yes
8987-NZQ,Male,0,Yes,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,89.5,5286.6,No
4109-DZB,Female,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,89.5,4910.22,No
7254-RLU,Female,0,Yes,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),41.42,1616.21,No
5926-LXD,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,102.52,2354.54,No
1887-CJU,Male,0,No,No,67,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,31.15,2063.43,No
4443-FKG,Male,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.62,557.46,No
6472-MFR,Male,0,No,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.73,771.39,No
6227-YYL,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,91.69,3032.12,Yes
5301-TKP,Female,0,No,No,54,No,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.95,4980.42,Yes
2057-KTZ,Female,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.14,2071.57,No
7255-CQE,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),63.16,3679.57,No
9621-LKS,Female,1,No,No,67,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.8,4376.19,Yes
6100-JXQ,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),54.43,1560.19,No
7572-MQZ,Male,0,Yes,Yes,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,56.45,3618.94,No
6925-JHW,Male,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,193.25,Yes
1885-TBC,Male,0,No,No,66,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,86.05,5674.23,Yes
6972-JMT,Male,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),70.77,891.66,No
8976-RAH,Female,0,No,No,62,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,44.91,2721.49,No
6701-MEX,Female,0,No,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,77.22,2163.33,No
5027-VWI,Female,0,No,No,70,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,No,Mailed check,83.79,5854.73,No
4555-SNT,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),73.96,697.16,No
7964-FAO,Male,0,No,Yes,33,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,82.81,2724.15,No
1060-VUT,Female,0,No,No,65,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.32,6341.62,No
4625-HWW,Female,0,Yes,Yes,3,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Mailed check,58.95,148.04,No
