customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_level,main_risk_factors,recommended_action
3329-DMB,Female,0,No,Yes,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,74.37,0.0,1,0.7230972125517442,High,利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 満足度確認: 通信品質・料金への不満をヒアリングする
4296-OGA,Male,0,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,80.03,3259.99,1,0.7230909462515547,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7798-IAH,Male,0,Yes,No,38,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),72.2,2694.77,0,0.7230544246208234,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
7355-MFK,Male,0,No,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.79,2377.09,0,0.7230056130052556,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
7304-JHQ,Male,1,No,No,21,No,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,70.16,1501.36,0,0.7229625853738884,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
2398-KEE,Female,1,No,Yes,42,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.75,3462.09,0,0.7229161729343968,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8857-VJO,Female,1,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.91,90.7,1,0.7228453305413572,High,月額契約で解約しやすい / 利用期間が短い / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / 支払い方法変更: 自動支払いへの変更特典を提案する
8270-DSO,Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,82.47,636.96,0,0.722699102751793,High,月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
4074-RDQ,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,One year,Yes,Mailed check,63.42,106.33,1,0.7224930532233282,High,利用期間が短い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 満足度確認: 通信品質・料金への不満をヒアリングする
9325-RZA,Female,0,No,Yes,7,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,59.59,383.38,1,0.7223720061704877,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8388-CUD,Female,1,Yes,No,20,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.96,1325.9,1,0.7221590562401774,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
6491-PFB,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),68.85,2000.71,1,0.722128929840043,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
6500-EUR,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.96,1335.51,1,0.7220287485752119,High,月額契約で解約しやすい / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / 満足度確認: 通信品質・料金への不満をヒアリングする
6222-AML,Male,0,No,No,42,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,78.09,3288.67,0,0.7220017309266324,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3821-SRT,Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),43.41,429.08,1,0.7219161780966101,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8650-QMS,Female,1,No,No,26,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),84.48,2186.42,1,0.7218247972879709,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
5166-TMB,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,88.52,87.95,0,0.7215147311778412,High,月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7507-MGR,Male,1,No,No,58,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),99.74,5803.38,0,0.7214842537006702,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
2797-NPY,Male,0,Yes,Yes,20,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,65.32,1381.1,1,0.7214314335584068,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
4891-MRF,Female,0,Yes,No,16,Yes,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,56.25,913.35,0,0.7212828438922823,High,月額契約で解約しやすい / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 支払い方法変更: 自動支払いへの変更特典を提案する
9658-MNA,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),48.67,281.31,0,0.721272086126482,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8829-EQD,Female,1,Yes,Yes,32,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,74.01,2451.2,1,0.7210846789832168,High,月額契約で解約しやすい / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 支払い方法変更: 自動支払いへの変更特典を提案する / 満足度確認: 通信品質・料金への不満をヒアリングする
3870-HJU,Male,0,No,Yes,29,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,84.86,2454.93,1,0.7210628194132664,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3209-IZV,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,78.3,2276.1,1,0.7207201088457789,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9582-PZL,Female,0,No,No,17,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,62.31,1063.48,1,0.72062805260231,High,月額契約で解約しやすい / TechSupport未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / 支払い方法変更: 自動支払いへの変更特典を提案する
4741-EVK,Female,0,No,Yes,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,76.6,1584.04,0,0.7203414399307946,High,月額契約で解約しやすい / 月額料金が高い / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / 支払い方法変更: 自動支払いへの変更特典を提案する
7509-MUD,Female,0,No,No,7,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,45.68,306.71,1,0.7202776526424506,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9957-GZF,Female,0,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,62.27,1751.33,0,0.7200822129802601,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
5870-YFD,Female,0,No,No,31,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),72.36,2272.08,1,0.7198692711201776,High,月額契約で解約しやすい / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 満足度確認: 通信品質・料金への不満をヒアリングする
1761-XIR,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,63.44,983.99,1,0.7196010158766291,High,月額契約で解約しやすい / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 満足度確認: 通信品質・料金への不満をヒアリングする
7649-XGC,Male,1,Yes,Yes,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),49.52,940.43,1,0.7193763543288222,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
8977-UQB,Male,0,Yes,No,0,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),67.89,0.0,0,0.7193157444220919,High,利用期間が短い / Fiber optic利用で料金・品質不満の可能性,オンボーディング強化: 初期活用サポートや利用定着メールを送る / 満足度確認: 通信品質・料金への不満をヒアリングする
5664-RJN,Female,0,No,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,71.11,1802.01,1,0.7192477456172911,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
6616-ENY,Male,1,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,88.51,2669.01,1,0.7192171932383147,High,月額料金が高い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / 支払い方法変更: 自動支払いへの変更特典を提案する
2770-JJD,Male,1,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,68.34,2693.57,1,0.7192145642024325,High,月額契約で解約しやすい / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 支払い方法変更: 自動支払いへの変更特典を提案する / 満足度確認: 通信品質・料金への不満をヒアリングする
6044-TMR,Female,0,No,Yes,44,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.14,3495.56,0,0.7192011003453845,High,月額契約で解約しやすい / 月額料金が高い / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
4296-FIS,Female,0,No,Yes,34,No,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,92.7,3116.3,0,0.7191889285314039,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
8490-PXP,Female,1,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.08,0.0,1,0.7191147795710008,High,月額契約で解約しやすい / 利用期間が短い / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / 支払い方法変更: 自動支払いへの変更特典を提案する
6949-BHR,Male,0,No,No,14,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),67.9,963.65,1,0.7187184380367811,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
7447-UMP,Male,0,Yes,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,72.12,801.22,0,0.7186779961763465,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
6699-JFA,Male,1,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,75.78,2378.5,0,0.7185915105612064,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3502-UQB,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),86.14,507.81,1,0.7185244105966394,High,月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
6181-PJG,Female,0,Yes,No,7,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,42.15,259.67,1,0.7181510662565271,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9228-SOF,Male,0,Yes,No,15,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,51.66,819.17,0,0.7181275939384113,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
7575-KJB,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),80.49,0.0,0,0.7178292500222134,High,月額料金が高い / 利用期間が短い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
6923-RER,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,52.02,871.02,1,0.717622210122886,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
5211-GQH,Male,0,No,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,92.26,4639.17,1,0.7175837053181375,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
7316-OCI,Male,0,No,Yes,39,No,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),101.11,3915.44,0,0.7174835045895667,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9141-MVT,Male,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),76.96,2022.85,0,0.71746880892558,High,月額契約で解約しやすい / 月額料金が高い / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
7774-EMO,Female,0,No,Yes,10,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),46.76,493.11,0,0.7171725386090981,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
1977-SMG,Female,0,Yes,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,99.2,315.82,0,0.7171311930858955,High,月額料金が高い / 利用期間が短い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,料金プラン見直し: 利用状況に合う低負担プランを提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
6552-HYZ,Female,0,No,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,85.26,3835.34,1,0.7167995440082787,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
5924-FWW,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,78.97,2604.27,0,0.7167529144372976,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
9009-JQX,Male,1,Yes,No,27,Yes,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,75.71,2057.96,0,0.7167524102992451,High,月額料金が高い / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す / 支払い方法変更: 自動支払いへの変更特典を提案する
5046-XTS,Male,0,Yes,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),64.02,0.0,1,0.7164902781442377,High,月額契約で解約しやすい / 利用期間が短い,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る
9637-RWY,Male,0,No,Yes,33,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),96.76,3176.51,1,0.7164848384905393,High,月額契約で解約しやすい / 月額料金が高い / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / 満足度確認: 通信品質・料金への不満をヒアリングする
3745-IMY,Female,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.37,2639.17,0,0.7164797369407597,High,月額契約で解約しやすい / 月額料金が高い / TechSupport未加入 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3227-DEP,Male,0,Yes,No,47,No,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,73.55,3494.71,1,0.7163871156000539,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入 / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
8427-ZXE,Male,0,No,No,12,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.07,696.17,1,0.716358130341557,High,月額契約で解約しやすい / 利用期間が短い / TechSupport未加入 / Electronic check利用,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / サポート加入キャンペーン: 初月無料のTechSupportを提案する
3940-TKK,Female,0,No,No,2,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),47.78,80.24,0,0.7163506887194739,High,月額契約で解約しやすい / 利用期間が短い / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / オンボーディング強化: 初期活用サポートや利用定着メールを送る / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
6626-MCR,Female,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Mailed check,80.39,1190.57,0,0.7162923344850034,High,月額料金が高い / TechSupport未加入 / OnlineSecurity未加入 / Fiber optic利用で料金・品質不満の可能性,料金プラン見直し: 利用状況に合う低負担プランを提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
8895-CPQ,Female,0,No,No,17,No,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),57.12,1041.26,1,0.7159061638702757,High,月額契約で解約しやすい / TechSupport未加入 / OnlineSecurity未加入,長期契約特典: 1年契約への移行割引やポイント付与を提案する / サポート加入キャンペーン: 初月無料のTechSupportを提案する / セキュリティ提案: OnlineSecurityの価値を説明し利用を促す
3442-RKV,Female,0,Yes,No,18,No,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,64.26,1117.24,1,0.7157131472658054,High,月額契約で解約しやすい / Electronic check利用 / Fiber optic利用で料金・品質不満の可能性,長期契約特典: 1年契約への移行割引やポイント付与を提案する / 支払い方法変更: 自動支払いへの変更特典を提案する / 満足度確認: 通信品質・料金への不満をヒアリングする
